OKR,Área del Banco,ID Epica,Costo,Equipo,Ciclo de desarrollo,Fecha de inicio,Fecha de fin,id
300,Gente,991,15388,equipo 2,agil,"Nov 25, 2023 3:48 PM","Aug 30, 2023 2:22 PM",30
200,Gente,750,31477,equipo 1,agil,"Dec 30, 2023 5:23 AM","Jan 28, 2024 8:57 AM",31
400,Cumplimiento,890,11954,equipo 4,agil,"Jul 13, 2023 1:15 AM","Nov 24, 2023 8:32 PM",32
500,Credito,420,16725,equipo 4,hibrido,"Sep 17, 2023 9:49 PM","Apr 26, 2024 10:14 AM",33
300,Payments,928,1271,equipo 3,hibrido,"Sep 7, 2023 11:30 PM","Jun 10, 2024 4:05 AM",34
300,Gente,465,25671,equipo 1,hibrido,"Dec 16, 2023 10:00 PM","Jan 20, 2024 7:48 AM",35
300,Credito,740,22658,equipo 7,hibrido,"Nov 26, 2023 4:24 AM","Nov 11, 2023 5:21 AM",36
400,Operaciones,303,4787,"equipo 5 ",hibrido,"Aug 15, 2023 10:18 AM","Oct 9, 2023 12:25 PM",37
400,Payments,830,32596,equipo 6,agil,"Aug 24, 2023 4:24 PM","Sep 14, 2023 10:47 AM",38
300,Credito,953,23414,equipo 3,hibrido,"Jun 6, 2023 3:36 AM","Aug 21, 2023 8:26 PM",39
200,Gente,345,25032,equipo 3,agil,"Apr 30, 2024 3:40 AM","Oct 1, 2023 6:23 PM",40
300,Gente,826,44824,equipo 7,agil,"Oct 14, 2023 8:15 PM","Apr 17, 2024 3:58 PM",41
300,Credito,268,20530,equipo 3,agil,"Jun 8, 2024 12:00 AM","Jun 30, 2024 8:54 AM",42
200,Gente,476,27491,equipo 2,hibrido,"Jul 21, 2023 8:25 PM","Feb 2, 2024 6:25 PM",43
100,Cumplimiento,401,22501,equipo 3,agil,"May 5, 2024 2:52 AM","Jun 4, 2024 12:40 PM",44
400,Gente,456,24449,equipo 6,agil,"Dec 6, 2023 1:44 PM","Jul 24, 2023 2:28 AM",45
500,Gente,308,20159,equipo 3,hibrido,"Jun 12, 2024 7:28 PM","Feb 13, 2024 7:54 AM",46
400,Zona Libre,850,3655,equipo 7,agil,"Dec 7, 2023 9:40 PM","Nov 24, 2023 10:19 AM",47
200,Credito,646,2448,equipo 1,agil,"Dec 7, 2023 10:07 AM","Mar 5, 2024 2:45 AM",48
400,Cumplimiento,633,9820,equipo 3,hibrido,"Dec 24, 2023 9:56 AM","Apr 10, 2024 10:29 AM",49
500,Zona Libre,885,13168,equipo 1,agil,"Jun 4, 2024 5:21 AM","Nov 2, 2023 2:43 AM",50
300,Credito,622,30299,equipo 3,agil,"Jul 9, 2023 5:54 AM","Aug 10, 2023 4:02 AM",51
100,Operaciones,470,6327,equipo 6,agil,"Sep 25, 2023 11:32 AM","Apr 6, 2024 1:14 PM",52
100,Cumplimiento,798,18335,equipo 3,hibrido,"Aug 8, 2023 6:28 AM","Apr 9, 2024 1:14 PM",53
200,Gente,597,27282,equipo 4,hibrido,"Oct 10, 2023 7:47 PM","Nov 30, 2023 11:59 PM",54
400,Gente,865,32813,equipo 6,hibrido,"Jan 2, 2024 10:57 PM","Aug 24, 2023 7:18 AM",55
200,Operaciones,629,5541,"equipo 5 ",agil,"Feb 27, 2024 5:50 PM","Dec 31, 2023 10:07 AM",56
400,Payments,684,8203,equipo 3,hibrido,"Aug 16, 2023 7:21 AM","Dec 29, 2023 5:03 AM",57
400,Credito,388,39382,equipo 3,agil,"Jul 25, 2023 7:52 PM","Apr 4, 2024 10:24 PM",58
200,Gente,561,34350,equipo 6,agil,"Mar 9, 2024 12:03 AM","May 19, 2024 4:24 PM",59
400,Payments,788,43387,equipo 4,hibrido,"Mar 13, 2024 11:47 AM","Dec 1, 2023 8:40 AM",60
200,Cumplimiento,313,8328,"equipo 5 ",hibrido,"Jun 16, 2023 5:08 AM","Feb 25, 2024 10:57 PM",61
400,Operaciones,904,5035,equipo 3,agil,"Jul 31, 2023 12:43 PM","Dec 26, 2023 8:07 PM",62
300,Credito,293,32109,equipo 1,hibrido,"May 29, 2024 7:36 PM","Mar 7, 2024 2:32 PM",63
400,Operaciones,305,8323,equipo 4,agil,"Aug 5, 2023 12:06 AM","Oct 18, 2023 11:56 AM",64
300,Tecnologia,877,27043,equipo 3,hibrido,"Apr 21, 2024 8:54 PM","Sep 16, 2023 6:01 AM",65
400,Cumplimiento,827,20185,equipo 1,hibrido,"Jan 12, 2024 9:06 PM","Dec 10, 2023 11:12 PM",66
400,Zona Libre,923,5592,equipo 3,hibrido,"Sep 15, 2023 8:27 PM","Nov 21, 2023 1:26 PM",67
400,Gente,621,15431,equipo 2,agil,"Dec 13, 2023 10:48 PM","Aug 29, 2023 4:19 AM",68
200,Credito,516,5283,equipo 1,agil,"Sep 7, 2023 4:33 AM","Apr 17, 2024 4:18 PM",69
300,Gente,975,12162,"equipo 5 ",agil,"Mar 31, 2024 8:48 AM","Jan 8, 2024 10:46 PM",70
100,Tecnologia,600,7480,equipo 2,hibrido,"Sep 19, 2023 3:42 PM","May 20, 2024 1:46 AM",71
500,Gente,749,5308,equipo 1,agil,"Jan 28, 2024 7:25 PM","Mar 23, 2024 6:56 AM",72
400,Credito,381,17344,equipo 3,agil,"Mar 13, 2024 1:33 PM","Dec 3, 2023 8:34 AM",73
400,Zona Libre,760,24267,equipo 2,hibrido,"Jul 3, 2023 10:14 PM","Nov 30, 2023 12:38 AM",74
200,Zona Libre,457,6848,equipo 6,agil,"Jun 9, 2024 1:43 AM","Sep 3, 2023 3:47 PM",75
500,Gente,603,40871,equipo 3,hibrido,"Sep 23, 2023 4:29 PM","Oct 5, 2023 2:51 PM",76
200,Cumplimiento,605,15871,equipo 2,agil,"May 22, 2024 10:37 PM","Sep 14, 2023 12:50 PM",77
400,Payments,576,42336,equipo 3,agil,"May 15, 2024 2:35 PM","Dec 12, 2023 4:41 PM",78
400,Operaciones,857,22260,"equipo 5 ",hibrido,"Aug 14, 2023 4:14 PM","Sep 16, 2023 7:39 AM",79
500,Payments,552,33512,equipo 7,agil,"Dec 14, 2023 1:25 AM","Jul 6, 2023 9:39 AM",80
400,Zona Libre,668,10487,equipo 4,hibrido,"Jun 8, 2024 7:02 PM","Nov 4, 2023 11:23 PM",81
400,Zona Libre,509,26666,equipo 3,agil,"Jul 19, 2023 1:22 PM","Sep 4, 2023 3:46 AM",82
400,Zona Libre,445,2119,equipo 2,hibrido,"Jul 19, 2023 11:57 PM","May 13, 2024 12:27 PM",83
200,Cumplimiento,560,9258,"equipo 5 ",hibrido,"Sep 17, 2023 6:25 AM","Mar 10, 2024 2:28 AM",84
400,Cumplimiento,947,10096,equipo 2,agil,"Oct 18, 2023 6:21 PM","Oct 19, 2023 4:18 PM",85
400,Gente,730,40695,"equipo 5 ",agil,"Nov 26, 2023 1:41 AM","Feb 19, 2024 2:26 PM",86
500,Cumplimiento,408,36768,equipo 4,agil,"May 30, 2024 9:44 PM","Jun 28, 2024 12:07 AM",87
300,Payments,907,19503,"equipo 5 ",hibrido,"Feb 2, 2024 6:02 PM","Feb 9, 2024 7:30 PM",88
100,Tecnologia,385,30873,equipo 1,hibrido,"Jun 14, 2024 3:21 AM","Jul 22, 2023 9:07 PM",89
400,Operaciones,973,30655,equipo 6,agil,"Jun 7, 2023 5:33 PM","Jul 1, 2024 6:30 PM",90
300,Cumplimiento,997,25474,equipo 3,agil,"Sep 2, 2023 1:51 AM","Sep 5, 2023 7:18 PM",91
200,Gente,509,38507,"equipo 5 ",agil,"Sep 3, 2023 5:31 AM","Mar 18, 2024 11:42 PM",92
300,Operaciones,768,31592,"equipo 5 ",agil,"May 9, 2024 12:07 AM","Feb 3, 2024 12:11 AM",93
200,Zona Libre,392,20501,equipo 7,agil,"Oct 7, 2023 2:33 AM","Dec 16, 2023 7:26 AM",94
300,Tecnologia,541,4782,equipo 6,hibrido,"Feb 1, 2024 3:48 AM","Jun 13, 2024 4:11 AM",95
500,Operaciones,630,26471,equipo 1,agil,"Jan 24, 2024 3:01 PM","Mar 31, 2024 2:28 PM",96
200,Credito,844,33874,equipo 1,agil,"Jun 3, 2023 9:00 AM","Mar 5, 2024 6:00 PM",97
500,Cumplimiento,960,41208,equipo 7,hibrido,"Apr 12, 2024 1:56 PM","Apr 4, 2024 8:36 AM",98
400,Payments,458,21745,equipo 3,hibrido,"Mar 5, 2024 5:43 PM","Jun 5, 2024 1:31 PM",99
400,Operaciones,632,9234,"equipo 5 ",agil,"Apr 26, 2024 8:28 AM","Sep 8, 2023 3:48 PM",100
300,Payments,603,43941,equipo 4,agil,"Sep 6, 2023 7:32 PM","Dec 30, 2023 10:20 AM",101
300,Credito,380,17122,equipo 4,hibrido,"Jul 15, 2023 11:54 PM","Jan 7, 2024 7:03 PM",102
200,Zona Libre,446,28999,equipo 6,agil,"Nov 17, 2023 6:45 PM","Jul 3, 2023 4:47 AM",103
100,Zona Libre,772,24674,equipo 4,hibrido,"Jan 22, 2024 11:35 PM","Dec 14, 2023 9:55 PM",104
200,Zona Libre,454,21767,equipo 3,hibrido,"Jan 27, 2024 3:11 PM","Sep 2, 2023 1:47 PM",105
500,Zona Libre,670,29158,equipo 1,agil,"Apr 23, 2024 8:57 PM","May 6, 2024 7:13 AM",106
400,Gente,257,44948,equipo 4,hibrido,"Aug 29, 2023 9:59 PM","Mar 5, 2024 4:16 PM",107
100,Payments,361,3465,equipo 4,agil,"Jan 31, 2024 10:51 AM","Jun 1, 2024 9:39 AM",108
400,Zona Libre,707,32678,equipo 2,agil,"Jun 25, 2023 8:29 PM","Feb 1, 2024 1:32 PM",109
200,Operaciones,800,33719,equipo 3,hibrido,"Jul 29, 2023 9:33 AM","Jun 23, 2024 4:47 AM",110
200,Cumplimiento,993,13363,equipo 2,agil,"Jun 3, 2024 3:05 AM","Dec 12, 2023 12:51 AM",111
100,Operaciones,754,36975,equipo 2,hibrido,"Oct 16, 2023 3:22 AM","Oct 27, 2023 5:48 PM",112
300,Credito,796,24406,equipo 4,hibrido,"May 29, 2024 5:34 PM","Feb 27, 2024 11:33 AM",113
200,Corporativa,263,42011,equipo 6,agil,"Jun 14, 2023 7:43 PM","Mar 20, 2024 7:27 PM",114
400,Zona Libre,964,28700,"equipo 5 ",agil,"Apr 11, 2024 9:15 AM","May 16, 2024 3:23 AM",115
400,Zona Libre,504,42241,equipo 7,agil,"Sep 6, 2023 3:10 PM","Jun 27, 2024 7:23 PM",116
200,Corporativa,980,5406,equipo 7,hibrido,"Jun 1, 2023 2:33 AM","Dec 11, 2023 4:43 PM",117
300,Gente,609,27920,equipo 7,hibrido,"Jun 5, 2024 2:45 AM","Apr 6, 2024 10:10 AM",118
200,Zona Libre,591,20340,equipo 3,agil,"Jul 13, 2023 3:58 PM","Jul 21, 2023 12:39 PM",119
500,Payments,882,39981,"equipo 5 ",agil,"Jun 30, 2023 11:25 PM","Mar 4, 2024 1:15 AM",120
300,Operaciones,696,27517,equipo 6,agil,"Jan 26, 2024 6:29 AM","Oct 5, 2023 4:16 AM",121
200,Credito,973,1491,equipo 3,hibrido,"Jul 6, 2023 3:51 PM","Dec 22, 2023 2:02 PM",122
100,Zona Libre,412,40635,equipo 7,agil,"Jul 29, 2023 1:27 AM","Jan 10, 2024 4:57 PM",123
200,Operaciones,686,14930,"equipo 5 ",agil,"Feb 17, 2024 4:50 AM","Jun 23, 2024 9:23 PM",124
200,Tecnologia,785,3209,"equipo 5 ",agil,"Sep 18, 2023 6:56 PM","Sep 11, 2023 6:35 PM",125
100,Credito,645,13053,equipo 3,agil,"Jul 19, 2023 10:37 PM","Mar 14, 2024 7:00 PM",126
100,Cumplimiento,845,16366,"equipo 5 ",hibrido,"Apr 15, 2024 7:12 AM","Jan 9, 2024 10:36 PM",127
400,Credito,271,1931,equipo 3,agil,"Sep 20, 2023 4:26 AM","Jun 23, 2024 1:18 AM",128
100,Zona Libre,615,43956,equipo 2,agil,"Dec 5, 2023 12:20 PM","Apr 14, 2024 1:55 PM",129
300,Cumplimiento,880,14916,equipo 3,hibrido,"Oct 19, 2023 7:09 PM","Dec 6, 2023 7:07 PM",130
500,Cumplimiento,295,33916,equipo 4,hibrido,"Jan 10, 2024 9:45 PM","Jul 28, 2023 2:48 AM",131
400,Corporativa,688,30453,"equipo 5 ",agil,"Jun 12, 2024 10:26 PM","Jul 10, 2023 11:37 PM",132
200,Cumplimiento,800,31697,equipo 6,hibrido,"Aug 9, 2023 5:00 AM","May 27, 2024 12:37 AM",133
100,Tecnologia,755,14445,equipo 6,hibrido,"Jan 6, 2024 5:05 PM","Feb 6, 2024 12:40 AM",134
300,Cumplimiento,607,21681,equipo 2,agil,"Apr 20, 2024 6:28 AM","Nov 25, 2023 3:30 AM",135
400,Zona Libre,541,37773,equipo 4,hibrido,"Jun 18, 2023 8:17 AM","Aug 4, 2023 1:18 PM",136
200,Payments,725,3298,equipo 6,agil,"Jul 4, 2023 9:38 AM","Oct 23, 2023 2:33 AM",137
500,Cumplimiento,270,29915,equipo 6,agil,"Mar 29, 2024 11:22 PM","Jul 1, 2024 9:40 PM",138
400,Zona Libre,838,29150,"equipo 5 ",hibrido,"Aug 16, 2023 4:28 PM","Jan 17, 2024 2:49 AM",139
400,Operaciones,928,11650,equipo 6,hibrido,"Nov 22, 2023 12:13 PM","Mar 1, 2024 1:25 PM",140
200,Zona Libre,546,22320,equipo 3,agil,"Apr 19, 2024 6:19 AM","Jun 5, 2024 3:58 AM",141
500,Credito,717,12415,equipo 1,hibrido,"Mar 28, 2024 10:04 AM","May 18, 2024 8:18 PM",142
100,Tecnologia,898,39483,equipo 2,agil,"Jan 2, 2024 5:03 PM","Apr 4, 2024 2:48 AM",143
300,Zona Libre,839,37859,equipo 3,agil,"Jul 19, 2023 8:14 AM","Aug 21, 2023 11:24 AM",144
300,Zona Libre,314,37606,equipo 6,agil,"Oct 10, 2023 2:55 PM","Sep 16, 2023 6:00 PM",145
400,Gente,429,20410,equipo 7,hibrido,"Aug 3, 2023 12:42 PM","Jul 30, 2023 1:48 AM",146
500,Cumplimiento,719,34891,equipo 7,agil,"Jul 10, 2023 7:28 AM","Nov 11, 2023 6:24 PM",147
400,Zona Libre,257,40922,equipo 3,hibrido,"Mar 10, 2024 11:09 AM","Apr 16, 2024 1:54 PM",148
400,Corporativa,254,1482,equipo 6,hibrido,"Jul 17, 2023 3:26 PM","Aug 14, 2023 3:50 PM",149
400,Zona Libre,824,43038,"equipo 5 ",agil,"Aug 16, 2023 4:12 AM","Sep 27, 2023 1:09 AM",150
